,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop
258,/Disposable-Non-Woven-Breathable-Elastic-Earloops/dp/B08KGFV8YZ/ref=sr_1_187?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-187,"50 PCS Purple Disposable Face Mask, 3 Layers Filter Non-Woven Breathable Safety Mask Anti Dust with Elastic Earloops for Adult, Men, Women, Indoor, Outdoor Use",,4.5 out of 5 stars,"5,845 ratings",In Stock.," UNIVERSAL - Free size suitable for Adults，this big bulk of masks should keep you confident you won’t run out quickly. With a melt-blown polypropylene filtration layer, keep your mouth covered and protected from pollution,chemicals, fluids and dust with this Disposable Face Mask Value Pack. Three Layers of Protection, More Peace of Mind. FEATURE - Breathable and comfortable disposable earloop mask is made of a 3-ply construction. The lightweight masks are designed to provide comfort and easy breathing. Masks bulk which is for Adult, Men, Women, Indoor, Outdoor Use. INDIVIDUAL PACHAGE- Pack of 50 pieces, 10 pieces of which are individually packed, it is very convenient and hygienic to use. Each box contains 50 pcs earloop disposable face masks that are lightweight and comfortable for easy breathing while you wear it. Soft and elastic earloop provide a light weight wearing experience for you. Easy to use, cover mouth, nose and chin. IDEAL IN ANY SETTING - Our disposable face masks are suitable for adults and kids of all ages. Can be used for outdoor public areas, schools, offices, and home usage. With the new 3-ply design, It can help block pollution so you can breathe easily and safely in any environment. EARLOOP DESIGN- Elastic band on the mask allows easily to put the mask on face over mouth and nose effortlessly.",childrens,various,non-woven melt-spray,3-ply,unisex,disposable,elastic
259,/KIDS-MASK-DISPOSABLE-PLY-Age/dp/B08TZD7DSL/ref=sr_1_188?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-188,"DC KIDS MASK DISPOSABLE 3 PLY, Age 3 - 12, SHIP FROM USA",,4.8 out of 5 stars,220 ratings,In Stock.," Child-friendly disposable mask - a fun design kids will love! Flexible metallic band on nose area ensures a snug and custom fit to each face. Perfect size for children, chosen after extensive real-life trials. Breathable and soft fabric won’t irritate skin, and super-soft ear loops keep the strain off the ears, keeping your kiddo comfortable and happy. High-performance 3-layer protection.",childrens,NA,NA,3 ply,mens,disposable,NA
260,/WeCare-Disposable-Face-Individually-Wrapped/dp/B08DTDSC7Z/ref=sr_1_189?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-189,"WeCare Disposable Face Mask Individually Wrapped - 50 Pack, Tie Dye Masks 3 Ply",,4.8 out of 5 stars,"5,600 ratings",In Stock.," READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, backpack, gym bag, or even stash in your pocket! Perfect for dispensers, offices, schools and reception areas. LIGHT & BREATHABLE: Designed for the utmost in comfort, these individual masks are painless and adjustable. They offer full coverage of the nose and mouth and are comfortable for extended wear, including air travel. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Made with non-woven materials, these paper masks are latex free. EFFECTIVE FILTRATION: The glass free filter is effective at filtering many types of particles. Perfect for everyday wear. An adjustable wire runs along the top to serve as an adjustable nose clip. MULTI USE COLORED MASKS: Designed for non medical use, these disposable masks come in all kinds of colors and in both kids and adult sizes. Also available are black, blue, pink, tie dye, navy, red, peach, plaid and other colors!",childrens,various,non-woven melt-spray,3 ply,mens,disposable,NA
261,/Disposable-Face-3-Layer-Black-Masks/dp/B08KXY2PJ4/ref=sr_1_190?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-190,"Disposable Face Mask, 3-Layer Black Masks, Face Mask of 50 Pack",$8.49 ,4.6 out of 5 stars,"1,442 ratings",In Stock.," The face masks are made of 3-layer non-woven fabric and melt blown cloth, contains 50 pcs face masks This disposable face masks which effectively prevent you from dust, smoke, etc. Provide effective protection for your family The face mask has a soft and comfortable elastic ear hook which can reduce the discomfort of wearing a mask for a long time, cover the face from the nose to the chin, achieving a good seal without tightness This disposable black mask built-in adjustable nose bridge, so the mask fits closely with the face, comfortable and easy to carry The black face mask can be used in public places such as offices, schools, supermarkets and other outdoor activities",universal,various,non-woven melt-spray,NA,unisex,disposable,elastic
262,/Weddingstar-Washable-Reusable-Adjustable-Protective/dp/B0887TMNC4/ref=sr_1_191?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-191,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - White,,4.3 out of 5 stars,"1,096 ratings",In Stock.," Mask: 6.75"" (L) x 5.25"" (H), Ear Straps: 3.55"". Face mask only. 3 layers of superior protection against allergens, particles and pollutants. Use the insert sleeve with our disposable PM2.5 filter (sold separately) for increased coverage Adjustable ear straps to maximize comfort. Flexible wire nose band for best fit and also prevents fogging when mask is worn with glasses. Modern design for maximum breathability. 100% Cotton & Rayon. Hand wash in cold water & hang to dry. We recommend replacing your disposable filter with each use. Non-Medical Mask","adult, ",NA,cotton,filter pocket,mens,disposable,adjustable
263,/Disposable-Breathable-Comfortable-Pollution-Protection/dp/B07MNQDF3M/ref=sr_1_192?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-192,100 Pack Disposable Face Masks with Elastic Ear Loop 3 Ply Individually Package(Black),,4.7 out of 5 stars,"1,820 ratings",In Stock.," Individually Packaged 100 Pack black face masks: package includes 100 PCS black disposable face masks, large quantities are enough to meet your demands,be good for personal,3 Layer construction: made of non-woven fiber fabric with 3 layer, soft and breathable, provides a effective protect; Comfortable to wear.Standard size for all man and women.High efficiency filter pollen, dust, fog haze, automobile exhaust, PM2.5, animal hair Suitable for personal daily health protection: The mask is designed to keep away smoke, debris, residue and dusts from youNeeded by Cleaner, Builder, Farmer, Student. Great for gardening, painting, construction, nail salons, dental uses and people with allergies. The mask is perfect for fog and haze weather,Gray sky,Fog weather, Dust weather, Snow weather, Building site Etc.","large, ",various,non-woven melt-spray,filter pocket,unisex,disposable,elastic
264,/VELCRO-Brand-Comfortable-Adjustable-VEL-30084-USA/dp/B08CNM5VR8/ref=sr_1_193?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-193,"VELCRO Brand Face Mask Extender Straps 4pk Black, 12” x 1” Comfortable and Adjustable Ear Savers, VEL-30084-USA",,4.2 out of 5 stars,"3,920 ratings",In Stock.," SOFT AND COMFORTABLE – Specifically designed for use on the head with a facemask, will not catch in hair; soft materials for ultimate comfort. EAR SAVERS – Make wearing masks more comfortable by using VELCRO Brand Mask Extender Straps to extend your face mask ear loops behind your head; relieves pain and pressure on ears caused by wearing your mask for an extended time. VERSATILE MASK ACCESSORY - For use with most masks including cloth, disposable, homemade or DIY masks and more; adjustable for comfort and custom fit; made in North America. MAXIMUM ADJUSTABILITY – Adjust the extender strap to fit your mask to your face; no limitations by fixed number of adjustment points like most plastic straps, provides a perfect custom fit. REUSABLE, HANDWASHABLE, MULTI-USE – Use with your mask every day, hand washable construction, use your extender multiple times.",universal,black,NA,NA,mens,disposable,adjustable
265,/Weddingstar-Washable-Reusable-Adjustable-Filter/dp/B089J9G8XF/ref=sr_1_194?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-194,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Ivory,,4.4 out of 5 stars,427 ratings,In Stock.," Mask: 6.75"" (L) x 5.25"" (H), Ear Straps: 3.55"". Face mask only. 3 layers of superior protection against allergens, particles and pollutants. Use the insert sleeve with our disposable PM2.5 filter (sold separately) for increased coverage Adjustable ear straps to maximize comfort. Flexible wire nose band for best fit and also prevents fogging when mask is worn with glasses. Modern design for maximum breathability. 100% Cotton & Rayon. Hand wash in cold water & hang to dry. We recommend replacing your disposable filter with each use. Non-Medical Mask","adult, ",NA,cotton,filter pocket,mens,disposable,adjustable
266,/Disposable-Eventronic-Elastic-Layers-Health/dp/B08C2XCLGN/ref=sr_1_195?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-195,"Black Face Mask Disposable, Eventronic Elastic Ear Loops, 3 Layers Face Health for Adult, men & women (50Pcs)",,4.7 out of 5 stars,"4,197 ratings",In Stock.," Health-care Use: These masks can be used for daily protection. 3 Layers of Protection: Made of high-quality non-woven material, the disposable masks are skin-friendly, comfortable and breathable. Comfortable: Our masks were made of three layers of high-quality non-woven fabric, stronger filtering effect and more breathable. Universal Design: The Extra-soft elastic ear loops could eliminate pressure to the ears for maximum comfort. It can be used with earloop holders for additional comfort. High-quality fiber is also extremely breathable. Easy to Use: Hold the elastic bands over your ears and press the metal strip around your nose to create a light seal around your face. Note: General size, also suitable for teenagers.","universal, adult, ",black,non-woven melt-spray,3 layer,unisex,disposable,elastic
267,/Weddingstar-Washable-Reusable-Adjustable-Protective/dp/B0887V9FQ9/ref=sr_1_196?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-196,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Dark Purple,,4.4 out of 5 stars,"4,159 ratings",In Stock.," Mask: 6.75"" (L) x 5.25"" (H), Ear Straps: 3.55"". Face mask only. 3 layers of superior protection against allergens, particles and pollutants. Use the insert sleeve with our disposable PM2.5 filter (sold separately) for increased coverage Adjustable ear straps to maximize comfort. Flexible wire nose band for best fit and also prevents fogging when mask is worn with glasses. Modern design for maximum breathability. 100% Cotton & Rayon. Hand wash in cold water & hang to dry. We recommend replacing your disposable filter with each use. Non-Medical Mask","adult, ",purple,cotton,filter pocket,mens,disposable,adjustable
268,/Disposable-Earloop-SOYOUNGS-Pollution-Protection/dp/B08GCNYP4X/ref=sr_1_197?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-197,"Face Masks with Earloop, SOYOUNGS 3 Layer Single Use Dust Face Mask with Nose Strip for Air Pollution Protection",,4.7 out of 5 stars,"1,377 ratings",In Stock.," 3-LAYER PROTECTION: The 3-layer design is easy to filter debris, dust and saliva, etc. Provide you with all-day protection when outdoors. MANUFACTURER: Produced by LuoHe City Mega Medical Equipment Co., Ltd and imported by USA distributors. Our disposable mask is not for MEDICAL use. MATERIALS: The both of outer sides are made of non-woven (70%), and there is a layer of melt blown fabric (30%) in the middle of the mask to provide effective protection. WIDELY USAGE: Our face mask is built with a comfortable elastic earloop, can be used by teens, adults as well as seniors. Suitable to wear when going to the shopping malls, supermarkets, schools, parks, hospitals and so on. EASY-TO-USE: The blue side faces outside and the white side towards your face, then adjust and press the bridge of the nose to make the mask fit snugly with the bridge of your nose and cheeks.","adult, ",blue,non-woven melt-spray,3 layer,mens,disposable,elastic
269,/Individually-Disposable-Breathable-Protective-5-51x3-74inch/dp/B089SX4PR5/ref=sr_1_198?dchild=1&keywords=face+mask&qid=1618896404&s=hpc&sr=1-198,Children Face Mask 50 Pack Individually Packaged Ages 4-12 Disposable 3-Layer Breathable Filter Protective Safety Kids Face Mask Cover (5.51x3.74inch 50Pcs for Child）,,4.7 out of 5 stars,862 ratings,In Stock.," 👃Individually Packaged Each Piece Children Face Mask 50Pcs:Suitable for Kids aged 4-12,3 Layers Filtration,3D Structure easy to breath,Filters out dust,particles.Easy to carry with sealed packed Each piece. 🏢Disposable Filter safety Kids Face Mask:Fabricated by high -quality skin friendly materials,Suitable for students' classrooms,Office,Outdoor,Crowded airports,Bus stations,Hospitals,Shopping malls,Parks,Restaurants,Pet shops and busy urban streets. 😷Filter your respiratory tract air:The mask is soft and gentle for the skin,which is very suitable for every season wear,The curved nose strip can freely adjust the shape according to the face shape,Increase the facial fit. 📦50 Pack/Box Individually Wrapped:We are a manufacturer selling directly,to ensure product quality and comfortable use.We provide you with return service,If you have any questions, please feel free to contact us,Best wishes to you.",childrens,NA,NA,3 layer,mens,disposable,NA
270,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg8_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_199_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896404%26s%3Dhpc%26sr%3D1-199-spons%26psc%3D1&qualifier=1618896404&id=7116532495193790&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,NA,NA,NA,unisex,NA,NA
271,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg8_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_200_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896404%26s%3Dhpc%26sr%3D1-200-spons%26psc%3D1&qualifier=1618896404&id=7116532495193790&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,mens,NA,elastic
272,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg8_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_201_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896404%26s%3Dhpc%26sr%3D1-201-spons%26psc%3D1&qualifier=1618896404&id=7116532495193790&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"23,999 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,NA,3-ply,unisex,disposable,NA
273,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg9_1?ie=UTF8&adId=A10015852K023VDK3XUJR&url=%2Fsckang-Disposable-3-Ply-Masks-Black%2Fdp%2FB08J4BJBT4%2Fref%3Dsr_1_194_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896471%26s%3Dhpc%26sr%3D1-194-spons%26psc%3D1&qualifier=1618896471&id=5854472098189786&widgetName=sp_atf_next,sckang Face Mask Disposable 3-Ply Face Masks of 50 Pcs Black,,4.7 out of 5 stars,"1,039 ratings",In Stock.," 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. These Masks Should Be Disposed of after Each Use Keep the Blue-side Outside and the Nose Clip on the Upper Side Quantity: 50 pieces/box, completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places.",childrens,various,non-woven melt-spray,3-ply,mens,disposable,elastic
274,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg9_1?ie=UTF8&adId=A08445843I2JE514PIKNK&url=%2FNatural-Disposable-US9574136B2-Composite-Materials%2Fdp%2FB08PCFT538%2Fref%3Dsr_1_195_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896471%26s%3Dhpc%26sr%3D1-195-spons%26psc%3D1&qualifier=1618896471&id=5854472098189786&widgetName=sp_atf_next,"1 Sachet FuXion Vita Xtra T for Whole Day Natural Energy, Plus 25 Pcs COPPWARE 3-Ply Disposable Face Mask Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath",,Previous page of related Sponsored Products,,In Stock.," 1 Sachet FuXion Vita Xtra T for 1 Whole Day Energy 25 Pcs 3-Ply Disposable Face Cover Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath 1 Sachet FuXion Vita Xtra T for Whole Day Natural Energy, Plus 25 Pcs 3-Ply Disposable Face Cover Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath",universal,gray,NA,3-ply,unisex,disposable,NA
275,/Quality-Durables-Washable-Reusable-Heather/dp/B088BY1GJN/ref=sr_1_196?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-196,Quality Durables Unisex Adult and Kids 4-Pack Washable Reusable Face Mask,,4.1 out of 5 stars,"11,440 ratings",," 96% Cotton, 4% Spandex Imported Machine Wash An Amazon Brand - This 4-pack face covering was designed for fit and comfort Featuring a double layer of lightweight jersey fabric for breathability and comfort, these face coverings have adjustable ear loops made of the same fabric for a sturdy and snug, but comfortable fit. The CDC recommends the use of cloth face coverings while in public to reduce community spread by asymptomatic persons Face coverings are not FDA-approved, not intended for medical use, and not proven to reduce the transmission of disease.",childrens,red,mixed material,NA,unisex,reusable,adjustable
276,/Disposable-Albatross-Health-Procedure-Protection/dp/B088Q2Z93K/ref=sr_1_197?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-197,"Disposable 3 ply Face Masks Pack of 50 pcs/box, Albatross Health 3ply Deluxe Procedure Earloop Face Mask, Safety Mask Filter for Protection, Mouth and Nose Cover for Adults",,4.4 out of 5 stars,"2,918 ratings",In Stock.," Skin Friendly Non-woven Made in the USA and Imported TESTED – Our masks are tested for quality by a certified lab. They are skin friendly and create a barrier between yourself and the outside air. Lighter and more breathable than cloth masks. BREATHABLE – The melt-blown polypropylene used allow for high breathability and comfort, while blocking fine particles such as saliva, dust and smog. Light and easy breathing facemask. 3-LAYER PROTECTION – Triple-ply filter: Outer Layer made of Hydrophobic non-woven material that blocks particles // Middle Layer made of melt-blown filter which is highly breathable, preventing dust and pollen from entering // Inner Layer is soft absorbent and non-woven which absorbs exhalation and inhalation. COMFORTABLE – Made to wear all day, will not hurt your ears or irritate your skin. The shapeable nosepiece allows for a snug fit around the face which increases comfort and safety. The elastic ear loops are made to keep the mask in place comfortably throughout the day. BOX OF 50 MASKS – Blue face masks value pack for the whole family. Even more, you will get life-time technical support from Albatross Health New England in USA.","adult, ",blue,non-woven melt-spray,3 ply,unisex,disposable,elastic
277,/Disposable-Masks-Breathable-Elastic-Earloops/dp/B08SBZVX5K/ref=sr_1_198?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-198,Disposable Face Masks Breathable Face Mask 3 Ply with Elastic Earloops Mouth Cover 50 Pcs,,4.3 out of 5 stars,"3,970 ratings",In Stock.," Masks made of 3 layers of high-quality non-woven fabric which is more breathable. Our disposable face masks are suitable for adults and kids of all ages. These face masks can be used for daily protection, but should not be used in surgical or high risk situations One size for most adult men or women, also suitable for teenagers Applications: Dust-free workshops, schools，catering services, food processing, environmental cleaning, production workshop,public occasions etc.",childrens,NA,non-woven melt-spray,3 ply,unisex,disposable,elastic
278,/Disposable-Masks-Breathable-Elastic-Earloops/dp/B08LDGW1NM/ref=sr_1_198?keywords=face+mask&qid=1618896471&s=hpc&sr=1-198,Disposable Face Masks Breathable Face Mask 3 Ply with Elastic Earloops Mouth Cover 50 Pcs Black,,4.3 out of 5 stars,"3,970 ratings",In Stock.," Masks made of 3 layers of high-quality non-woven fabric which is more breathable. Our disposable face masks are suitable for adults and kids of all ages. These face masks can be used for daily protection, but should not be used in surgical or high risk situations One size for most adult men or women, also suitable for teenagers Applications: Dust-free workshops, schools，catering services, food processing, environmental cleaning, production workshop,public occasions etc.",childrens,black,non-woven melt-spray,3 ply,unisex,disposable,elastic
279,/dp/B08SC83RNP/ref=sr_1_198?keywords=face+mask&qid=1618896471&s=hpc&sr=1-198,Disposable Face Masks Breathable Face Mask 3 Ply with Elastic Earloops Mouth Cover 50 Pcs,,4.3 out of 5 stars,"3,970 ratings",In Stock.," Masks made of 3 layers of high-quality non-woven fabric which is more breathable. Our disposable face masks are suitable for adults and kids of all ages. These face masks can be used for daily protection, but should not be used in surgical or high risk situations One size for most adult men or women, also suitable for teenagers Applications: Dust-free workshops, schools，catering services, food processing, environmental cleaning, production workshop,public occasions etc.",childrens,NA,non-woven melt-spray,3 ply,unisex,disposable,elastic
280,/dp/B08SC6TMDZ/ref=sr_1_198?keywords=face+mask&qid=1618896471&s=hpc&sr=1-198,Disposable Face Masks Breathable Face Mask 3 Ply with Elastic Earloops Mouth Cover 50 Pcs,,4.3 out of 5 stars,"3,970 ratings",In Stock.," Masks made of 3 layers of high-quality non-woven fabric which is more breathable. Our disposable face masks are suitable for adults and kids of all ages. These face masks can be used for daily protection, but should not be used in surgical or high risk situations One size for most adult men or women, also suitable for teenagers Applications: Dust-free workshops, schools，catering services, food processing, environmental cleaning, production workshop,public occasions etc.",childrens,NA,non-woven melt-spray,3 ply,unisex,disposable,elastic
281,/Weddingstar-Washable-Reusable-Adjustable-Filter/dp/B089J5G2XV/ref=sr_1_199?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-199,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Lavender Purple,,4.4 out of 5 stars,"1,160 ratings",In Stock.," Mask: 6.75"" (L) x 5.25"" (H), Ear Straps: 3.55"". Face mask only. 3 layers of superior protection against allergens, particles and pollutants. Use the insert sleeve with our disposable PM2.5 filter (sold separately) for increased coverage Adjustable ear straps to maximize comfort. Flexible wire nose band for best fit and also prevents fogging when mask is worn with glasses. Modern design for maximum breathability. 100% Cotton & Rayon. Hand wash in cold water & hang to dry. We recommend replacing your disposable filter with each use. Non-Medical Mask","adult, ",purple,cotton,filter pocket,mens,disposable,adjustable
282,/Coronav%E1%BB%8Brus-Protection-Colorful-Disposable-Safety/dp/B08CVGTPMP/ref=sr_1_200?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-200,"Face Masks for Protection, Colorful Disposable Face Mask Safety Mask",,4.5 out of 5 stars,"13,254 ratings",In Stock.," 【3 Layers Filter】 Our disposable masks are made of two layers of non-woven fabric and one layer of melt blown fabric, it thick but breathable and comfortable. 【Skin Friendly & Comfortable】The ear loops are not easy to break and help eliminate pressure on the ears. Meanwhile You can tie a knot on the ear hooks for kids to adjust the length. Even if you wear it for a long time, the disposable face mask can provide you with a comfortable experience. 【Adjustable Nose Bridge】This protective safety mask with 3D design fits your face and nose all angles. As long as you adjust your nose bridge properly, it will resist dust and pollution, keep your glasses from fogging up. 【Creative Multicolored Design】Different from the general disposable masks, our face masks are composed of Five Colors. At this special period, These cute colorful masks make you a standout in the crowd and make you feel good. 【Package Include】The size of our cute face mask is 6. 7"" x 3. 54"" (17 x 9 cm). Total 50 pieces. The package including 10pcs pink masks, 10pcs purple masks, 10pcs yellow masks, 10pcs blue masks and 10 pcs green masks. Made in China, ship by Amazon.",childrens,various,non-woven melt-spray,3 layer,unisex,disposable,NA
283,/Multi-Colored-Masks-Elastic-Earloops-Breathable/dp/B08JM2H5SQ/ref=sr_1_201?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-201,"50 Pcs Multi-Colored Face Masks with Elastic Earloops, 3-ply Breathable Dust Face Mask",,4.5 out of 5 stars,98 ratings,In Stock.," 50 PIECES ：The 50 Pcs Disposable 3 Ply Safety Face Mask have 5 colors, each color is individually packaged(10pcs Violet 10pcs Red 10pcs Yellow 10pcs Green 10pcs Sky Blue). ULTRA SOFT AND COMFORTABLE: Disposable masks for protection are using for personal protection. The Length is 6.88 inch / The width is 3.74 inch. Soft and elastic earloop provide a light weight wearing experience for you. Easy to use, cover mouth, nose and chin. ADJUSTABLE NOSE BRIDGE CLAMP: Highly elastic earrings have high elasticity and cover the face from the nose to the chin, achieving a good seal without tightness. Hard to break, comfortable and easy to carry. Suitable for most adult boys and girls sizes. Fits almost all face shapes. SAFETY WIDELY USE: Adult face masks are suitable for office, home, salon, cycling, grocery store and all the indoor and outdoor activities. It’s a best safety mask to wear it when you travel through congested airports, bus terminals, malls, party and busy city streets. keep you from dust, haze, smoke, automobile exhaust, etc. Pack of 50 masks disposable black, enough to meet your family /staff /friends' demands.",childrens,various,NA,3-ply,unisex,disposable,elastic
284,/WeCare-Disposable-Watercolor-Individually-Wrapped/dp/B08SHXFWDS/ref=sr_1_202?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-202,"WeCare Disposable Face Masks For Kids, 50 Watercolor Print Face Masks, Individually Wrapped",,4.9 out of 5 stars,133 ratings,In Stock.," PERFECT FOR KIDS: Sized at 3.7 inches x 5.7 inches, they fit comfortably on boys and girls, even toddlers! Now you can take your children with you to the store, go on trips, and send them to school or camp safely! READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, handbag, or stash in your child's pocket or backpack and they will remain sanitary and clean! CUTEST COLORS & DESIGNS: Let your kid be the cutest boy or girl on the block with this adorable blue mask. WeCare also has children’s masks in more than a dozen solid colors and fun prints, as well as matching adult masks. LIGHT & BREATHABLE: Designed for the utmost in comfort, these masks are painless and adjustable. They offer full coverage of the nose and mouth and allow kids to play and learn freely. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Latex free. An adjustable metal wire runs along the top as a nose clip.",childrens,blue,NA,NA,unisex,disposable,NA
285,/Perry-Ellis-Reusable-Rounded-Assorted/dp/B08BHGZTZS/ref=sr_1_203?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-203,"Perry Ellis Standard Reusable Rounded Woven Fabric Face Masks (Pack of 3, Assorted Prints and Colors)",,4.5 out of 5 stars,617 ratings,In Stock., 100% Cotton Imported Adjustable closure Machine wash Pack of 3 Non-Medical Protective Face Masks Rounded shape Elastic adjustable cord,universal,NA,cotton,NA,unisex,reusable,elastic
286,/WeCare-Disposable-Face-Individually-Wrapped/dp/B08DTGQPPM/ref=sr_1_204?dchild=1&keywords=face+mask&qid=1618896471&s=hpc&sr=1-204,"WeCare Disposable Face Mask Individually Wrapped - 50 Pack, Peach Masks 3 Ply",,4.7 out of 5 stars,"3,098 ratings",In Stock.," READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, backpack, gym bag, or even stash in your pocket! Perfect for dispensers, offices, schools and reception areas. LIGHT & BREATHABLE: Designed for the utmost in comfort, these individual masks are painless and adjustable. They offer full coverage of the nose and mouth and are comfortable for extended wear, including air travel. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Made with non-woven materials, these paper masks are latex free. EFFECTIVE FILTRATION: The glass free filter is effective at filtering many types of particles. Perfect for everyday wear. An adjustable wire runs along the top to serve as an adjustable nose clip. MULTI USE COLORED MASKS: Designed for non medical use, these disposable masks come in all kinds of colors and in both kids and adult sizes. Also available are black, blue, pink, tie dye, navy, red, peach, plaid and other colors!",childrens,various,non-woven melt-spray,3 ply,mens,disposable,NA
